CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,BLOCKXCOORD,BLOCKYCOORD,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,START_DATE,END_DATE,lat,lon
13146962,10/12/2013 8:30:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508,137047,5,5D,FIFTH,506,23,,008802 2,008802,Precinct 77,10/12/2013 6:18:00 PM,10/12/2013 6:20:00 PM,38.9012754989559,-76.9826151742433
13146983,10/12/2013 8:03:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,3900 - 3999 BLOCK OF PENNSYLVANIA AVENUE SE,404450,132969,7,7B,SIXTH,606,35,,007603 1,007603,Precinct 110,10/12/2013 8:03:00 PM,10/12/2013 8:03:00 PM,38.8645293382675,-76.9487250352103
13147025,10/12/2013 10:30:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,2400 - 2499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400591,132715,8,8A,SEVENTH,703,37,ANACOSTIA,007401 1,007401,Precinct 119,10/12/2013 10:00:00 PM,10/12/2013 10:03:00 PM,38.8622522602809,-76.9931904413881
13147096,10/12/2013 11:43:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5000 - 5199 BLOCK OF CLOUD PLACE NE,406287.3852197880,136306.1335639230,7,7C,SIXTH,602,31,,007804 2,007804,Precinct 97,10/12/2013 11:43:00 PM,10/12/2013 11:43:00 PM,38.8945803158447,-76.9275233095634
13147104,10/13/2013 12:24:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,1300 - 1399 BLOCK OF BRENTWOOD ROAD NE,401193,139648,5,5B,FIFTH,504,22,,009302 1,009302,Precinct 73,10/12/2013 11:24:00 PM,10/12/2013 11:28:00 PM,38.924706667746,-76.9862421008479
13147175,10/13/2013 4:04:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,5600  - 5699 BLOCK OF 13TH STREET NW,397426,143323,4,4C,FOURTH,403,18,,002002 2,002002,Precinct 54,10/13/2013 2:40:00 AM,10/13/2013 2:46:00 AM,38.9578091696644,-77.0296976358077
13147238,10/13/2013 6:30:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,600 - 699 BLOCK OF H STREET NW,398185,136884,2,2C,FIRST,102,8,DOWNTOWN,005800 2,005800,Precinct 129,10/13/2013 5:40:00 AM,10/13/2013 5:45:00 AM,38.8998065564263,-77.020923613447
13147348,10/13/2013 3:20:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,3000 - 3199 BLOCK OF NAYLOR ROAD SE,403121,131703,8,8B,SEVENTH,702,36,,007502 2,007502,Precinct 115,10/13/2013 2:02:00 PM,10/13/2013 2:02:00 PM,38.8531303965958,-76.9640441335067
13147504,10/13/2013 9:23:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,4300 - 4309 BLOCK OF E STREET SE,405087.36,135041.50,7,7F,SIXTH,604,33,,009907 2,009907,Precinct 103,10/13/2013 9:00:00 PM,10/13/2013 9:05:00 PM,38.883195786833,-76.9413657412211
13147543,10/13/2013 11:55:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1300  - 1308 BLOCK OF SPRING ROAD NW,397409,140938,1,1A,FOURTH,409,2,,002900 2,002900,Precinct 42,10/13/2013 11:00:00 PM,10/13/2013 11:06:00 PM,38.9363243743675,-77.0298847658782
13147616,10/14/2013 4:01:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,D STREET NE AND 12TH STREET NE,400846.33999874,136326.31999594,6,6A,FIRST,107,25,,008001 3,008001,Precinct 85,10/14/2013 2:26:00 AM,10/14/2013 3:48:00 AM,38.8947842389689,-76.9902439425994
13147618,10/14/2013 5:30:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5300 - 5399 BLOCK OF CLAY TERRACE NE,406577,136220,7,7C,SIXTH,608,31,,007808 1,007808,Precinct 96,10/14/2013 2:32:00 AM,10/14/2013 2:39:00 AM,38.8938022742543,-76.924185653907
13147632,10/14/2013 4:03:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,734 - 855 BLOCK OF SOUTHERN AVENUE SE,400489,128759,8,8D,SEVENTH,706,39,,009811 2,009811,Precinct 125,10/14/2013 3:00:00 AM,10/14/2013 4:00:00 AM,38.826614919538,-76.9943685070253
13147638,10/14/2013 5:08:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,25TH STREET SE AND R STREET SE,402521.86000029,133517.03999333,8,8A,SIXTH,607,34,,007604 1,007604,Precinct 133,10/14/2013 5:00:00 AM,10/14/2013 5:05:00 AM,38.8694739495774,-76.9709399466711
13147734,10/14/2013 11:19:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,4900 - 4999 BLOCK OF FOOTE STREET NE,406010.6869795310,136578.7519001760,7,7C,SIXTH,602,31,,007804 2,007804,Precinct 97,10/14/2013 11:15:00 AM,10/14/2013 11:16:00 AM,38.8970380960767,-76.9307105117335
13147816,10/14/2013 3:25:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,5300 - 5399 BLOCK OF CLAY TERRACE NE,406577,136220,7,7C,SIXTH,608,31,,007808 1,007808,Precinct 96,10/14/2013 3:20:00 PM,10/14/2013 3:20:00 PM,38.8938022742543,-76.924185653907
13147918,10/14/2013 7:35:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,4810 - 4899 BLOCK OF BENNING ROAD SE,405842,134775,7,7E,SIXTH,604,33,,007707 1,007707,Precinct 106,10/14/2013 7:25:00 PM,10/14/2013 7:34:00 PM,38.8807903620963,-76.932670422411
13147996,10/14/2013 10:52:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,4200 - 4399 BLOCK OF 7TH STREET SE,400251,128889,8,8D,SEVENTH,706,39,,009811 2,009811,Precinct 125,10/14/2013 10:45:00 PM,10/14/2013 10:49:00 PM,38.8277861205381,-76.9971093498574
13148072,10/15/2013 6:40:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,2301 - 2399 BLOCK OF 24TH STREET SE,402451,132622,8,8B,SEVENTH,702,36,,007502 1,007502,Precinct 134,10/15/2013 6:30:00 AM,10/15/2013 6:35:00 AM,38.8614112607752,-76.9717596755552
13148172,10/15/2013 10:10:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:06 AM,500 - 599 BLOCK OF 55TH STREET NE,406775,136516,7,7C,SIXTH,608,31,,007807 2,007807,Precinct 95,10/15/2013 10:10:00 AM,10/15/2013 10:10:00 AM,38.8964672460907,-76.9219003517641
13148240,10/15/2013 12:00:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4180 - 4530 BLOCK OF LIVINGSTON ROAD SE,399688,128741,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 125,10/15/2013 11:45:00 AM,10/15/2013 12:00:00 PM,38.8264528476465,-77.0035930916557
13148292,10/15/2013 2:28:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2413 - 2435 BLOCK OF WAGNER STREET SE,402457,132460,8,8B,SEVENTH,702,36,,007502 1,007502,Precinct 134,10/15/2013 2:00:00 PM,10/15/2013 2:20:00 PM,38.8599518800988,-76.9716911226244
13148435,10/15/2013 8:10:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399218,129419,8,8D,SEVENTH,708,39,,009807 1,009807,Precinct 124,10/15/2013 7:30:00 PM,10/15/2013 7:58:00 PM,38.8325602949776,-77.0090065320979
13148473,10/15/2013 8:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965,132500,7,7B,SIXTH,606,35,,007603 2,007603,Precinct 113,10/15/2013 7:59:00 PM,10/15/2013 8:00:00 PM,38.8603106510729,-76.9658379145534
13148498,10/15/2013 10:05:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,2500 - 2999 BLOCK OF SOUTHERN AVENUE SE,402901.7114246460,131166.9401831540,8,8B,SEVENTH,702,38,,007403 1,007403,Precinct 116,10/15/2013 9:15:00 PM,10/15/2013 9:16:00 PM,38.8483020878269,-76.9665727358077
13148501,10/15/2013 9:40:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF 9TH STREET NW,397921,137783,2,2F,THIRD,308,7,,004902 1,004902,Precinct 129,10/15/2013 9:38:00 PM,10/15/2013 9:39:00 PM,38.9079044800612,-77.0239697692435
13148514,10/15/2013 10:06:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,400 - 499 BLOCK OF 61ST STREET NE,407489,136369,7,7C,SIXTH,608,31,,007808 2,007808,Precinct 95,10/15/2013 10:00:00 PM,10/15/2013 10:06:00 PM,38.8951372243204,-76.9136712358554
13148568,10/16/2013 12:04:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,2900 - 2999 BLOCK OF ERIE STREET SE,403025,132159,7,7B,SIXTH,606,35,,007603 4,007603,Precinct 113,10/16/2013 12:04:00 AM,10/16/2013 12:04:00 AM,38.8572385748575,-76.9651481076392
13148588,10/16/2013 3:20:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,5200  - 5203 BLOCK OF ILLINOIS AVENUE NW,397788.40,142804.83,4,4D,FOURTH,403,18,,002101 4,002101,Precinct 56,10/16/2013 2:52:00 AM,10/16/2013 2:55:00 AM,38.95314234457,-77.0255147595019
13149037,10/16/2013 9:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,532 - 599 BLOCK OF 48TH PLACE NE,405719,136562,7,7C,SIXTH,602,30,,007804 1,007804,Precinct 98,10/16/2013 8:36:00 PM,10/16/2013 8:37:00 PM,38.8968891349287,-76.934073134453
13149048,10/16/2013 9:05:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,400  - 499 BLOCK OF OGLETHORPE STREET NW,398356,143711,4,4B,FOURTH,402,17,,001902 1,001902,Precinct 58,10/16/2013 9:00:00 PM,10/16/2013 9:04:00 PM,38.9613066065481,-77.0189686513451
13149052,10/16/2013 8:59:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4700 - 4799 BLOCK OF ALABAMA AVENUE SE,405269,134795,7,7F,SIXTH,605,33,,009907 1,009907,Precinct 103,10/16/2013 8:59:00 PM,10/16/2013 8:59:00 PM,38.8809741502041,-76.9392741437727
13149114,10/17/2013 12:25:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1300 - 1399 BLOCK OF SOUTHERN AVENUE SE,401637.7057914730,129905.8957659830,8,8E,SEVENTH,706,38,,007304 1,007304,Precinct 121,10/17/2013 12:10:00 AM,10/17/2013 12:15:00 AM,38.836945298256,-76.9811368852344
13149123,10/16/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:07 AM,532 - 599 BLOCK OF 48TH PLACE NE,405719,136562,7,7C,SIXTH,602,30,,007804 1,007804,Precinct 98,10/16/2013 11:46:00 PM,10/16/2013 11:46:00 PM,38.8968891349287,-76.934073134453
13149127,10/17/2013 12:47:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,3000 - 3199 BLOCK OF NAYLOR ROAD SE,403121,131703,8,8B,SEVENTH,702,36,,007502 2,007502,Precinct 115,10/17/2013 12:45:00 AM,10/17/2013 12:45:00 AM,38.8531303965958,-76.9640441335067
13149173,10/17/2013 7:17:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1000 - 1099 BLOCK OF HALF STREET SW,399075,134459,6,6D,FIRST,105,9,,010500 1,010500,Precinct 128,10/17/2013 6:50:00 AM,10/17/2013 7:00:00 AM,38.8779626314135,-77.0106602851319
13149304,10/17/2013 12:20:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF EMERALD STREET NE,401135,136541,6,6A,FIRST,108,25,,008001 2,008001,Precinct 81,10/17/2013 11:10:00 AM,10/17/2013 11:13:00 AM,38.8967178295555,-76.9869161030837
13149368,10/17/2013 2:13:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,3900 - 3999 BLOCK OF 12TH STREET NE,400830,141099,5,5B,FIFTH,504,20,,009504 1,009504,Precinct 68,10/17/2013 2:10:00 PM,10/17/2013 2:13:00 PM,38.9377781385457,-76.9904265298908
13149504,10/17/2013 7:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,4100 - 4276 BLOCK OF EAST CAPITOL STREET,405084,135772,7,7F,SIXTH,603,32,,007703 1,007703,Precinct 103,10/17/2013 6:48:00 PM,10/17/2013 6:48:00 PM,38.8897764265165,-76.941399062168
13149523,10/17/2013 9:50:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,4400 - 4499 BLOCK OF BOWEN ROAD SE,405613,133963,7,7E,SIXTH,605,33,,007707 2,007707,Precinct 106,10/17/2013 7:26:00 PM,10/17/2013 7:26:00 PM,38.8734770391661,-76.9353162981912
13149541,10/17/2013 8:39:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1388 - 1397 BLOCK OF CONGRESS STREET SE,401294,130781,8,8E,SEVENTH,705,38,,007304 1,007304,Precinct 120,10/17/2013 8:39:00 PM,10/17/2013 8:39:00 PM,38.844829202699,-76.98509404673
13149552,10/17/2013 8:54:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,3500 - 3599 BLOCK OF STANTON ROAD SE,401830,130676,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,10/17/2013 8:50:00 PM,10/17/2013 8:52:00 PM,38.8438823643935,-76.9789199900861
13149590,10/17/2013 10:50:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3300 - 3341 BLOCK OF 22ND STREET SE,402239,131326,8,8E,SEVENTH,704,38,,007403 1,007403,Precinct 116,10/17/2013 10:13:00 PM,10/17/2013 10:14:00 PM,38.8497369045455,-76.9742065501285
13149650,10/18/2013 1:11:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,2500 - 2999 BLOCK OF SOUTHERN AVENUE SE,402901,131166,8,8B,SEVENTH,702,38,,,,Precinct 116,10/18/2013 1:11:00 AM,10/18/2013 1:11:00 AM,38.848293620592,-76.9665809352732
13149680,10/18/2013 3:00:00 AM,MIDNIGHT,BURGLARY,GUN,9/23/2014 8:34:08 AM,200  - 299 BLOCK OF VARNUM STREET NW,398721,141707,4,4C,FOURTH,407,18,,002301 2,002301,Precinct 46,10/18/2013 1:00:00 AM,10/18/2013 1:20:00 AM,38.9432546404055,-77.0147535047108
13149888,10/18/2013 2:05:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,3100 - 3298 BLOCK OF AMES PLACE NE,403245,139172,5,5C,FIFTH,503,24,,011100 1,011100,Precinct 71,10/18/2013 1:10:00 PM,10/18/2013 2:05:00 PM,38.9204135254107,-76.9625803049364
13150066,10/18/2013 6:42:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,49TH STREET NE AND EAST CAPITOL STREET,405835.57961937,135770.96501943,7,7C,SIXTH,608,33,,007804 3,007804,Precinct 97,10/18/2013 6:15:00 PM,10/18/2013 6:20:00 PM,38.8897624355698,-76.9327359600936
13150125,10/18/2013 8:48:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,SIXTH,603,32,,009604 1,009604,Precinct 132,10/18/2013 8:00:00 PM,10/18/2013 8:30:00 PM,38.8897873788615,-76.9580556014344
13150149,10/18/2013 9:34:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,HILLTOP TERRACE SE AND 46TH STREET SE,405568.80998712,134633.63001037,7,7E,SIXTH,604,33,,007707 1,007707,Precinct 106,10/18/2013 9:34:00 PM,10/18/2013 9:34:00 PM,38.8795186190823,-76.93582010639
13150232,10/19/2013 1:25:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,900 - 999 BLOCK OF 49TH STREET NE,405927.3772834540,137158.8651487140,7,7C,SIXTH,602,31,,007809 2,007809,Precinct 94,10/18/2013 10:15:00 PM,10/18/2013 11:21:00 PM,38.9022645287163,-76.9316658759843
13150242,10/19/2013 12:26:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,51ST STREET NE AND NANNIE HELEN BURROUGHS AVENUE NE,406292.30998779,136724.63001231,7,7C,SIXTH,602,31,,007804 2,007804,Precinct 97,10/19/2013 12:15:00 AM,10/19/2013 12:16:00 AM,38.898350247824,-76.927462706986
13150275,10/19/2013 1:45:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,RIDGE ROAD SE AND C STREET SE,404366.74998601,135399.19001108,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,10/19/2013 1:40:00 AM,10/19/2013 1:43:00 AM,38.8864218690257,-76.9496688417572
13150299,10/19/2013 2:13:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,405552,138070,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,10/19/2013 2:13:00 AM,10/19/2013 2:13:00 AM,38.9104747977308,-76.9359860682777
13150303,10/19/2013 4:18:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,800  - 899 BLOCK OF DECATUR STREET NW,397874,142269,4,4D,FOURTH,407,18,,002201 2,002201,Precinct 55,10/19/2013 2:50:00 AM,10/19/2013 3:02:00 AM,38.9483156531251,-77.0245255497406
13150354,10/19/2013 5:23:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF 2ND STREET NE,399695,137774,6,6C,FIFTH,506,25,NOMA,010600 2,010600,Precinct 83,10/19/2013 5:20:00 AM,10/19/2013 5:23:00 AM,38.9078258107981,-77.0035164845953
13150666,10/19/2013 9:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,DOUGLAS STREET NE AND KENILWORTH AVENUE NE,405494.39517105,137986.23990148,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,10/19/2013 8:00:00 PM,10/19/2013 8:06:00 PM,38.9097206202912,-76.9366509153946
13150733,10/19/2013 11:00:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4300 - 4499 BLOCK OF PONDS STREET NE,405325,138211,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,10/19/2013 10:30:00 PM,10/19/2013 10:40:00 PM,38.9117463780562,-76.9386022583803
13150745,10/19/2013 10:27:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,4200 - 4299 BLOCK OF GORMAN STREET SE,404934.8349465320,134601.4549063410,7,7E,SIXTH,605,33,,007707 2,007707,Precinct 106,10/19/2013 10:00:00 PM,10/19/2013 10:01:00 PM,38.87923255982,-76.9431268247099
13150773,10/19/2013 10:34:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,5100 - 5298 BLOCK OF FITCH STREET SE,406235,134777,7,7E,SIXTH,604,33,,007707 1,007707,Precinct 105,10/19/2013 10:34:00 PM,10/19/2013 10:34:00 PM,38.8808056799054,-76.9281410455871
13150780,10/19/2013 11:59:00 PM,MIDNIGHT,SEX ABUSE,GUN,9/23/2014 8:34:08 AM,946 - 1299 BLOCK OF DIVISION AVENUE NE,406607,137290,7,7C,SIXTH,608,31,,007807 2,007807,Precinct 95,10/19/2013 11:57:00 PM,10/19/2013 11:58:00 PM,38.903440991877,-76.9238295468109
13150833,10/20/2013 3:45:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,404167,135943,7,7F,SIXTH,603,32,,009603 2,009603,Precinct 102,10/20/2013 1:10:00 AM,10/20/2013 1:12:00 AM,38.8913216827444,-76.9519678616339
13150856,10/20/2013 1:53:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:06 AM,1300  - 1399 BLOCK OF SHEPHERD STREET NW,397293,141316,4,4C,FOURTH,404,18,,002502 3,002502,Precinct 47,10/20/2013 1:34:00 AM,10/20/2013 1:53:00 AM,38.9397291599857,-77.0312242087182
13150907,10/20/2013 4:19:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,CLIFTON STREET NW AND 11TH STREET NW,397655.51999578,139395.31001479,1,1B,FOURTH,402,2,,003600 3,003600,Precinct 23,10/20/2013 3:55:00 AM,10/20/2013 3:55:00 AM,38.922428037964,-77.0270361183266
13150908,10/20/2013 5:40:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,18TH STREET NW AND S STREET NW,396386.81250660,138470.42188593,2,2B,THIRD,301,6,,004202 1,004202,Precinct 15,10/20/2013 4:07:00 AM,10/20/2013 4:09:00 AM,38.914092042053,-77.0416617538572
13151071,10/20/2013 2:51:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,1922 - 1999 BLOCK OF 3RD STREET NE,399823,138752,5,5E,FIFTH,502,21,,008702 1,008702,Precinct 75,10/20/2013 2:51:00 PM,10/20/2013 2:51:00 PM,38.9166360009695,-77.0020409661086
13151480,10/21/2013 12:46:00 PM,DAY,SEX ABUSE,GUN,9/23/2014 8:34:07 AM,1918 - 1999 BLOCK OF 2ND STREET NE,399695,138752,5,5E,FIFTH,502,21,,008701 2,008701,Precinct 75,10/20/2013 2:14:00 AM,10/20/2013 3:20:00 AM,38.9166359658686,-77.0035169189995
13151621,10/21/2013 6:14:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,608 - 632 BLOCK OF FLORIDA AVENUE NW,398184.85,138665.34,1,1B,THIRD,306,3,,004801 1,004801,Precinct 137,10/21/2013 6:10:00 PM,10/21/2013 6:14:00 PM,38.9158534822698,-77.0209300509382
13151652,10/21/2013 8:10:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3001 - 3039 BLOCK OF STANTON ROAD SE,401535,131621,8,8E,SEVENTH,704,38,,007404 3,007404,Precinct 117,10/21/2013 6:50:00 PM,10/21/2013 6:59:00 PM,38.8523959027607,-76.9823160249649
13151685,10/21/2013 8:15:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,404097,135820,7,7F,SIXTH,603,32,,009603 3,009603,Precinct 102,10/21/2013 8:15:00 PM,10/21/2013 8:15:00 PM,38.8902139819837,-76.952775470304
13151716,10/21/2013 9:56:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,200 - 299 BLOCK OF S STREET NW,398701.62,138462.75,5,5E,FIFTH,501,21,,003400 2,003400,Precinct 19,10/21/2013 9:35:00 PM,10/21/2013 9:45:00 PM,38.9140293992881,-77.0149709194238
13151799,10/22/2013 2:05:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,401978,140078,5,5C,FIFTH,504,22,,011100 2,011100,Precinct 72,10/22/2013 1:55:00 AM,10/22/2013 1:58:00 AM,38.9285788265,-76.9771880951598
13151857,10/22/2013 8:47:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1800 - 1869 BLOCK OF BENNING ROAD NE,401996,136793,6,6A,FIFTH,507,25,,007901 1,007901,Precinct 81,10/21/2013 10:30:00 PM,10/22/2013 10:37:00 PM,38.8989864033896,-76.9769900537975
13151967,10/22/2013 12:06:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,900 - 999 BLOCK OF FRENCH STREET NW,397833,138386,6,6E,THIRD,307,7,,004901 1,004901,Precinct 21,10/22/2013 12:06:00 PM,10/22/2013 12:06:00 PM,38.913336297034,-77.0249862654833
13152170,10/22/2013 6:59:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,ALABAMA AVENUE SE AND H STREET SE,405329.72000290,134538.21001028,7,7E,SIXTH,605,33,,007707 2,007707,Precinct 106,10/22/2013 6:59:00 PM,10/22/2013 6:59:00 PM,38.8786605202718,-76.9385763300046
13152288,10/23/2013 12:28:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,700 - 999 BLOCK OF IRVING STREET NW,397855.87,140120.06,1,1A,THIRD,302,2,,003100 1,003100,Precinct 38,10/23/2013 12:23:00 AM,10/23/2013 12:28:00 AM,38.9289573263687,-77.0247279824293
13152484,10/23/2013 1:13:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1500 - 1599 BLOCK OF BENNING ROAD NE,401521,136902,6,6A,FIFTH,507,23,,007901 4,007901,Precinct 81,10/22/2013 4:30:00 PM,10/22/2013 4:50:00 PM,38.8999692647491,-76.9824656261379
13152723,10/23/2013 7:55:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965,132500,7,7B,SIXTH,606,35,,007603 2,007603,Precinct 113,10/23/2013 7:55:00 PM,10/23/2013 7:55:00 PM,38.8603106510729,-76.9658379145534
13152809,10/23/2013 11:19:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405127,137046,7,7D,SIXTH,602,30,,007803 1,007803,Precinct 99,10/23/2013 10:55:00 PM,10/23/2013 11:19:00 PM,38.9012528322603,-76.9408939131161
13153047,10/24/2013 1:09:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,2100 - 2199 BLOCK OF 4TH STREET NE,399950,138974,5,5E,FIFTH,502,21,,008702 1,008702,Precinct 75,10/24/2013 12:59:00 PM,10/24/2013 1:00:00 PM,38.9186358665404,-77.0005765602661
13153098,10/24/2013 4:19:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3300 - 3399 BLOCK OF 10TH PLACE SE,400691,130446,8,8C,SEVENTH,705,39,,007304 3,007304,Precinct 120,10/23/2013 3:30:00 PM,10/23/2013 4:30:00 PM,38.8418120537753,-76.9920405112907
