CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,BLOCKXCOORD,BLOCKYCOORD,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,START_DATE,END_DATE,lat,lon
13051831,4/20/2013 10:57:00 PM,EVENING,BURGLARY,GUN,9/23/2014 8:34:09 AM,4600 - 4699 BLOCK OF LIVINGSTON ROAD SE,399831,128349,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 125,4/20/2013 10:57:00 PM,4/20/2013 10:57:00 PM,38.8229215656302,-77.0019461617393
13051835,4/20/2013 11:52:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,2000 - 2099 BLOCK OF 18TH STREET NW,396388,138837,1,1C,THIRD,303,1,ADAMS MORGAN,004002 2,004002,Precinct 25,4/20/2013 11:35:00 PM,4/20/2013 11:40:00 PM,38.9173943042138,-77.0416499899686
13051883,4/21/2013 1:12:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4500 - 4599 BLOCK OF QUARLES STREET NE,405550,138194,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,4/20/2013 11:00:00 PM,4/21/2013 1:12:00 AM,38.9115918443103,-76.9360081258415
13051953,4/21/2013 3:42:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,8TH STREET NW AND N STREET NW,398009.88815611,137708.83839722,2,6E,THIRD,308,7,,004902 1,004902,Precinct 129,4/21/2013 3:42:00 AM,4/21/2013 3:42:00 AM,38.907236612447,-77.0229447210015
13052234,4/21/2013 9:50:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3200 - 3299 BLOCK OF E STREET SE,403415,135000,7,7B,SIXTH,603,32,,007708 2,007708,Precinct 132,4/21/2013 9:12:00 PM,4/21/2013 9:12:00 PM,38.8828300247841,-76.9606406938522
13052441,4/22/2013 11:43:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,16TH STREET NE AND GALES STREET NE,401573.57001541,136738.23999632,6,6A,FIFTH,507,25,,007901 4,007901,Precinct 81,4/22/2013 11:26:00 AM,4/22/2013 11:43:00 AM,38.8984939632253,-76.9818599642737
13052453,4/22/2013 12:09:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,EAST CAPITOL STREET BN UNDER 35TH STREET BN,403821.338125,135771.73206250,7,7F,SIXTH,603,32,,009603 3,009603,Precinct 102,4/22/2013 12:09:00 PM,4/22/2013 12:09:00 PM,38.8897804077812,-76.9559531857389
13052698,4/22/2013 9:30:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,400 - 599 BLOCK OF BRANDYWINE STREET SE,400040,129143,8,8E,SEVENTH,706,39,,009802 2,009802,Precinct 125,4/22/2013 9:00:00 PM,4/22/2013 9:10:00 PM,38.830074305844,-76.9995393238609
13052699,4/22/2013 9:05:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,C STREET SE AND MINNESOTA AVENUE SE,403834.55001751,135351.79999504,7,7B,SIXTH,603,32,,007708 2,007708,Precinct 107,4/22/2013 9:05:00 PM,4/22/2013 9:05:00 PM,38.8859974439812,-76.9558032417613
13052777,4/23/2013 1:35:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,2700 - 2799 BLOCK OF SHERMAN AVENUE NW,397768,139722,1,1B,THIRD,304,2,,003500 1,003500,Precinct 37,4/23/2013 12:19:00 AM,4/23/2013 12:23:00 AM,38.9253712583781,-77.0257400816342
13052781,4/22/2013 11:45:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1300 - 1353 BLOCK OF MARYLAND AVENUE NE,401097,136742,6,6A,FIRST,104,25,,008402 1,008402,Precinct 82,4/22/2013 11:40:00 PM,4/22/2013 11:45:00 PM,38.8985285586015,-76.9873538332707
13052788,4/23/2013 3:47:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:06 AM,5300 - 5399 BLOCK OF CALL PLACE SE,406544,135109,7,7E,SIXTH,604,33,,009905 1,009905,Precinct 105,4/23/2013 12:13:00 AM,4/23/2013 1:39:00 AM,38.8837942177993,-76.9245766321066
13052789,4/23/2013 12:04:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,2141 - 2399 BLOCK OF QUEENS CHAPEL ROAD NE,402288,139218,5,5C,FIFTH,503,22,,011100 3,011100,Precinct 72,4/23/2013 12:04:00 AM,4/23/2013 12:04:00 AM,38.9208309210272,-76.9736157897662
13052798,4/23/2013 3:30:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,2300 - 2341 BLOCK OF PENNSYLVANIA AVENUE SE,402423,134032,7,7B,SIXTH,605,34,,007601 1,007601,Precinct 111,4/23/2013 1:16:00 AM,4/23/2013 2:10:00 AM,38.8741131945111,-76.9720773212206
13053048,4/23/2013 3:00:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3300 - 3405 BLOCK OF WHEELER ROAD SE,400536,130403,8,8C,SEVENTH,705,39,,009804 1,009804,Precinct 122,4/23/2013 2:50:00 PM,4/23/2013 2:53:00 PM,38.8414247986032,-76.9938259583143
13053186,4/23/2013 6:43:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,153 - 399 BLOCK OF RIDGE ROAD SE,404434.46,135316.58,7,7F,SIXTH,603,32,,007703 2,007703,Precinct 107,4/23/2013 6:43:00 PM,4/23/2013 6:43:00 PM,38.8856773478096,-76.9488889494319
13053205,4/23/2013 7:50:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3400 - 3499 BLOCK OF ELY PLACE SE,403741,135089,7,7F,SIXTH,603,32,,009901 2,009901,Precinct 107,4/23/2013 7:20:00 PM,4/23/2013 7:50:00 PM,38.8836304443555,-76.956882923283
13053308,4/24/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:08 AM,3500 - 3599 BLOCK OF 18TH STREET SE,401936,130715,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,4/23/2013 10:07:00 PM,4/23/2013 10:15:00 PM,38.8442334668289,-76.9776988524889
13053352,4/24/2013 3:04:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,700  - 799 BLOCK OF SHEPHERD STREET NW,398057,141325,4,4C,FOURTH,407,18,,002400 4,002400,Precinct 45,4/24/2013 1:11:00 AM,4/24/2013 1:14:00 AM,38.9398122564483,-77.0224117870993
13053365,4/24/2013 1:37:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,401978,140078,5,5C,FIFTH,504,22,,011100 2,011100,Precinct 72,4/24/2013 1:35:00 AM,4/24/2013 1:36:00 AM,38.9285788265,-76.9771880951598
13053471,4/24/2013 9:41:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,3700 - 3710 BLOCK OF ELY PLACE SE,404296,135044,7,7F,SIXTH,603,32,,009901 2,009901,Precinct 107,4/24/2013 9:41:00 AM,4/24/2013 9:41:00 AM,38.8832225305128,-76.9504865263795
13053531,4/24/2013 11:49:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,200 - 399 BLOCK OF 56TH STREET NE,406827,136094,7,7C,SIXTH,608,31,,007808 3,007808,Precinct 96,4/24/2013 11:49:00 AM,4/24/2013 11:49:00 AM,38.8926653142501,-76.9213051092028
13053768,4/24/2013 8:30:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,B STREET SE AND ANACOSTIA ROAD SE,404042.53001770,135528.33001120,7,7F,SIXTH,603,32,,007703 4,007703,Precinct 107,4/24/2013 6:30:00 PM,4/24/2013 6:35:00 PM,38.8875867614874,-76.9534050405462
13053788,4/24/2013 7:27:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2900 - 2999 BLOCK OF MINNESOTA AVENUE SE,403008,134259,7,7B,SIXTH,605,34,,007709 2,007709,Precinct 111,4/24/2013 7:20:00 PM,4/24/2013 7:25:00 PM,38.8761562941391,-76.9653347819785
13053849,4/24/2013 9:55:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,151 - 199 BLOCK OF JOLIET STREET SW,399226,127956,8,8D,SEVENTH,708,,,010900 2,010900,Precinct 126,4/24/2013 9:49:00 PM,4/24/2013 9:52:00 PM,38.8193809099617,-77.0089127485686
13053920,4/25/2013 12:58:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,NORTH CAPITOL STREET AND H STREET NW,399213.82047722,136928.41714850,6,6E,FIRST,103,25,NOMA,004702 1,004702,Precinct 1,4/24/2013 10:45:00 PM,4/24/2013 10:50:00 PM,38.9002082042123,-77.009063255613
13053936,4/25/2013 1:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004,131818,8,8B,SEVENTH,703,37,,007406 2,007406,Precinct 118,4/25/2013 1:15:00 AM,4/25/2013 1:15:00 AM,38.8541713299819,-76.9884331254226
13054278,4/25/2013 5:05:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5134 - 5299 BLOCK OF SHERIFF ROAD NE,406567,137338,7,7C,SIXTH,602,31,,007806 1,007806,Precinct 93,4/25/2013 5:05:00 PM,4/25/2013 5:05:00 PM,38.9038736924008,-76.9242902376671
13054300,4/25/2013 6:04:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3700 - 3710 BLOCK OF ELY PLACE SE,404296,135044,7,7F,SIXTH,603,32,,009901 2,009901,Precinct 107,4/25/2013 6:04:00 PM,4/25/2013 6:04:00 PM,38.8832225305128,-76.9504865263795
13054358,4/25/2013 8:31:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,900 - 949 BLOCK OF BUNKER HILL ROAD NE,400566.01,140702.69,5,5B,FIFTH,504,22,,009301 2,009301,Precinct 68,4/25/2013 8:31:00 PM,4/25/2013 8:31:00 PM,38.9342082694602,-76.9934717969795
13054414,4/25/2013 10:05:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,300 - 399 BLOCK OF ATLANTIC STREET SE,399887,129241,8,8D,SEVENTH,708,39,,009811 1,009811,Precinct 125,4/25/2013 10:05:00 PM,4/25/2013 10:05:00 PM,38.8309571289645,-77.0013014261832
13054480,4/26/2013 12:38:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1817 - 1942 BLOCK OF GOOD HOPE ROAD SE,401901,133068,8,8A,SEVENTH,701,34,,007504 1,007504,Precinct 114,4/26/2013 12:37:00 AM,4/26/2013 12:38:00 AM,38.8654303747959,-76.978095520343
13054520,4/26/2013 2:13:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,400 - 599 BLOCK OF HOWARD PLACE NW,398290,139412,1,1B,THIRD,306,3,,003400 2,003400,Precinct 37,4/26/2013 2:13:00 AM,4/26/2013 2:13:00 AM,38.9225798504013,-77.0197194518016
13054627,4/26/2013 11:43:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,700 - 999 BLOCK OF HOBART PLACE NW,397874,139955,1,1B,THIRD,302,2,,003100 1,003100,Precinct 37,4/26/2013 11:43:00 AM,4/26/2013 11:43:00 AM,38.9274704585198,-77.0245183801471
13054682,4/26/2013 2:14:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,1600 - 1699 BLOCK OF KENILWORTH AVENUE NE,405654,138217,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,4/26/2013 2:14:00 PM,4/26/2013 2:14:00 PM,38.911798373181,-76.9348088098549
13054867,4/26/2013 7:24:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965,132500,7,7B,SIXTH,606,35,,007603 2,007603,Precinct 113,4/26/2013 7:24:00 PM,4/26/2013 7:24:00 PM,38.8603106510729,-76.9658379145534
13054894,4/26/2013 9:43:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,2 - 251 BLOCK OF MALCOLM X AVENUE SE,399494.3574694840,130809.5706788220,8,8C,SEVENTH,707,,,010400 2,010400,Precinct 123,4/26/2013 8:40:00 PM,4/26/2013 8:43:00 PM,38.8450873864113,-77.0058246608661
13054920,4/26/2013 9:13:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5415 - 5599 BLOCK OF BASS PLACE SE,406793,135218,7,7E,SIXTH,604,33,,009905 2,009905,Precinct 105,4/26/2013 9:13:00 PM,4/26/2013 9:13:00 PM,38.8847742427216,-76.9217056876544
13054930,4/26/2013 10:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2390 - 2699 BLOCK OF 6TH STREET NW,398154.29,139534.45,1,1B,THIRD,306,3,,003400 2,003400,Precinct 37,4/26/2013 9:10:00 PM,4/26/2013 9:13:00 PM,38.9236826446481,-77.0212847674203
13054999,4/26/2013 11:34:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,600 - 699 BLOCK OF N STREET NW,398186.45,137709.12,6,6E,THIRD,308,7,,004802 2,004802,Precinct 18,4/26/2013 11:34:00 PM,4/26/2013 11:34:00 PM,38.9072395312573,-77.0209090763057
13055023,4/26/2013 9:00:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3500 - 3599 BLOCK OF STANTON ROAD SE,401830,130676,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,4/23/2013 3:00:00 PM,4/23/2013 3:30:00 PM,38.8438823643935,-76.9789199900861
13055043,4/27/2013 1:38:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,3001 - 3039 BLOCK OF STANTON ROAD SE,401535,131621,8,8E,SEVENTH,704,38,,007404 3,007404,Precinct 117,4/27/2013 1:25:00 AM,4/27/2013 1:38:00 AM,38.8523959027607,-76.9823160249649
13055174,4/27/2013 9:48:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5300  - 5399 BLOCK OF 8TH STREET NW,397923,142980,4,4D,FOURTH,403,18,,002101 4,002101,Precinct 56,4/27/2013 9:25:00 AM,4/27/2013 9:48:00 AM,38.9547206513071,-77.0239624384302
13055413,4/27/2013 9:45:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,3000 - 3099 BLOCK OF 30TH STREET SE,403074,131528,8,8B,SEVENTH,702,36,,007408 1,007408,Precinct 115,4/27/2013 7:15:00 PM,4/27/2013 7:21:00 PM,38.8515540865792,-76.9645863848754
13055496,4/27/2013 10:25:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,5100 - 5199 BLOCK OF 8TH STREET NE,400511,142893,5,5A,FOURTH,405,19,,009508 3,009508,Precinct 66,4/27/2013 10:10:00 PM,4/27/2013 10:15:00 PM,38.9539392390903,-76.9941046356903
13055561,4/28/2013 12:43:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,55TH STREET NE AND DIX STREET NE,406776.50998824,136311.97001193,7,7C,SIXTH,608,31,,007808 3,007808,Precinct 96,4/28/2013 12:43:00 AM,4/28/2013 12:43:00 AM,38.8946292583936,-76.9218849577728
13055618,4/28/2013 2:18:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1700 - 1899 BLOCK OF LANG PLACE NE,401942,137390,5,5D,FIFTH,507,23,,008903 1,008903,Precinct 78,4/28/2013 2:18:00 AM,4/28/2013 2:18:00 AM,38.9043645125728,-76.9776108794327
13055651,4/28/2013 3:43:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:06 AM,55TH STREET NE AND DIX STREET NE,406776.50998824,136311.97001193,7,7C,SIXTH,608,31,,007808 3,007808,Precinct 96,4/28/2013 3:43:00 AM,4/28/2013 3:43:00 AM,38.8946292583936,-76.9218849577728
13055660,4/28/2013 3:44:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1300  - 1399 BLOCK OF SOMERSET PLACE NW,397265,144326,4,4A,FOURTH,402,17,,001804 3,001804,Precinct 60,4/28/2013 3:44:00 AM,4/28/2013 3:44:00 AM,38.9668439598821,-77.0315591806835
13055679,4/28/2013 4:41:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,6200  - 6299 BLOCK OF 13TH STREET NW,397426,144208,4,4A,FOURTH,402,17,,001804 3,001804,Precinct 60,4/28/2013 3:40:00 AM,4/28/2013 4:41:00 AM,38.9657814736084,-77.0297009578944
13055897,4/28/2013 4:09:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3526 - 3599 BLOCK OF CLAY PLACE NE,404246,136152,7,7F,SIXTH,603,32,,009603 3,009603,Precinct 102,4/28/2013 4:00:00 PM,4/28/2013 4:09:00 PM,38.8932040539907,-76.9510559536817
13055989,4/28/2013 9:11:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,VERMONT AVENUE NW AND Q STREET NW,397506.19001164,138140.65999763,2,2F,THIRD,307,7,,005001 1,005001,Precinct 16,4/28/2013 9:11:00 PM,4/28/2013 9:11:00 PM,38.9111253247883,-77.0287536073331
13056021,4/28/2013 11:13:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,3100 - 3299 BLOCK OF STANTON ROAD SE,401650,131306,8,8E,SEVENTH,704,38,,007404 2,007404,Precinct 117,4/28/2013 11:13:00 PM,4/28/2013 11:13:00 PM,38.8495580378276,-76.9809919225586
13056025,4/28/2013 10:38:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1000 - 1099 BLOCK OF 51ST STREET NE,406394,137363,7,7C,SIXTH,602,31,,007806 1,007806,Precinct 93,4/28/2013 10:35:00 PM,4/28/2013 10:38:00 PM,38.9041001765933,-76.9262844899469
13056161,4/29/2013 8:38:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,2400 - 2463 BLOCK OF GOOD HOPE ROAD SE,402596,132669,8,8B,SEVENTH,702,36,,007502 1,007502,Precinct 134,4/29/2013 8:25:00 AM,4/29/2013 8:38:00 AM,38.8618342403805,-76.9700888140068
13056221,4/29/2013 12:05:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,200 - 299 BLOCK OF 63RD STREET NE,407727,136068,7,7C,SIXTH,608,31,,007808 2,007808,Precinct 96,4/29/2013 12:05:00 PM,4/29/2013 12:05:00 PM,38.8924236469822,-76.9109310996718
13056239,4/29/2013 1:30:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,4300 - 4399 BLOCK OF HALLEY TERRACE SE,399420,128792,8,8D,SEVENTH,708,39,,009810 2,009810,Precinct 126,4/29/2013 12:00:00 PM,4/29/2013 12:07:00 PM,38.8269121437469,-77.0066795082236
13056470,4/29/2013 7:38:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,1201 - 1278 BLOCK OF BLADENSBURG ROAD NE,401783,137594,5,5D,FIFTH,506,23,,008804 2,008804,Precinct 78,4/29/2013 7:30:00 PM,4/29/2013 7:37:00 PM,38.9062025528149,-76.9794434445981
13056472,4/29/2013 9:10:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,59TH STREET NE AND DIX STREET NE,407251.64998868,136295.45999591,7,7C,SIXTH,608,31,,007808 2,007808,Precinct 95,4/29/2013 9:10:00 PM,4/29/2013 9:10:00 PM,38.8944767391945,-76.9164080411524
13056518,4/29/2013 10:09:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:06 AM,1900 - 2107 BLOCK OF SAVANNAH TERRACE SE,402071,131148,8,8E,SEVENTH,704,38,,007403 1,007403,Precinct 116,4/29/2013 10:09:00 PM,4/29/2013 10:09:00 PM,38.8481338143357,-76.9761424586844
13056593,4/30/2013 6:00:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,GEORGIA AVENUE NW AND KENYON STREET NW,397973.67999607,140237.79999957,1,1A,THIRD,302,2,,003200 3,003200,Precinct 38,4/30/2013 5:34:00 AM,4/30/2013 5:35:00 AM,38.9300182442905,-77.0233696421926
13057367,5/1/2013 4:30:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3601 - 3619 BLOCK OF B STREET SE,403987,135527,7,7F,SIXTH,603,32,,007703 4,007703,Precinct 107,5/1/2013 4:20:00 PM,5/1/2013 4:25:00 PM,38.8875750338186,-76.9540450975571
13057501,5/1/2013 8:14:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1700 - 1749 BLOCK OF 2ND STREET NE,399695,138344,5,5E,FIFTH,502,21,,008701 1,008701,Precinct 75,5/1/2013 8:14:00 PM,5/1/2013 8:14:00 PM,38.9129605654792,-77.0035167377626
13057563,5/2/2013 12:13:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,800  - 899 BLOCK OF DECATUR STREET NW,397874,142269,4,4D,FOURTH,407,18,,002201 2,002201,Precinct 55,5/1/2013 9:50:00 PM,5/1/2013 9:52:00 PM,38.9483156531251,-77.0245255497406
13057596,5/1/2013 10:55:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3700 - 3717 BLOCK OF FESSENDEN STREET NW,393746.86,142979.23,3,3G,SECOND,201,12,,001100 4,001100,Precinct 32,5/1/2013 10:55:00 PM,5/1/2013 10:55:00 PM,38.9546939125854,-77.0721427250421
13057756,5/2/2013 9:09:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,200 - 499 BLOCK OF ANACOSTIA ROAD SE,403949,135293,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,5/2/2013 9:09:00 AM,5/2/2013 9:09:00 AM,38.8854672446707,-76.9544844373028
13058008,5/2/2013 5:45:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,5500  - 5598 BLOCK OF 4TH STREET NW,398453,143242,4,4D,FOURTH,403,18,,002102 6,002102,Precinct 56,4/28/2013 3:45:00 AM,4/28/2013 4:00:00 AM,38.9570819097632,-77.0178483967807
13058240,5/3/2013 5:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:06 AM,21ST PLACE NE AND MARYLAND AVENUE NE,402324.30000011,137380.87999692,5,5D,FIFTH,507,23,,008903 2,008903,Precinct 78,5/3/2013 4:15:00 AM,5/3/2013 4:24:00 AM,38.904281428608,-76.9732034126938
13058253,5/3/2013 5:26:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,4200 - 4399 BLOCK OF GAULT PLACE NE,405127,136802,7,7D,SIXTH,602,30,,007803 1,007803,Precinct 99,5/3/2013 5:20:00 AM,5/3/2013 5:26:00 AM,38.8990547933144,-76.9408957343319
13058426,5/3/2013 2:04:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,200 - 227 BLOCK OF DIVISION AVENUE NE,406262,136060,7,7C,SIXTH,602,31,,007804 2,007804,Precinct 97,5/3/2013 2:04:00 PM,5/3/2013 2:04:00 PM,38.892363235773,-76.9278181763698
13058428,5/3/2013 1:51:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,4900 - 4999 BLOCK OF A STREET SE,405967.6383394910,135594.0577552620,7,7E,SIXTH,604,33,,009904 1,009904,Precinct 104,5/3/2013 1:51:00 PM,5/3/2013 1:51:00 PM,38.8881679023745,-76.931215317045
13058454,5/3/2013 2:35:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,1900 - 2199 BLOCK OF RIDGECREST COURT SE,402201,131112,8,8E,SEVENTH,704,38,,007403 1,007403,Precinct 116,5/3/2013 2:35:00 PM,5/3/2013 2:35:00 PM,38.8478091948921,-76.9746449977146
13058548,5/3/2013 6:01:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2300 - 2399 BLOCK OF RAYNOLDS PLACE SE,402229,132014,8,8B,SEVENTH,702,36,,007408 1,007408,Precinct 115,5/3/2013 5:50:00 PM,5/3/2013 6:00:00 PM,38.8559347305753,-76.9743195212614
13058750,5/4/2013 1:03:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1800 - 1881 BLOCK OF KALORAMA ROAD NW,396266.63,139088.39,1,1C,THIRD,303,1,,004002 2,004002,Precinct 25,5/4/2013 12:20:00 AM,5/4/2013 12:20:00 AM,38.9196584003527,-77.0430508748776
13058783,5/4/2013 2:56:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1 - 99 BLOCK OF PIERCE STREET NE,399351.44,137425.96,6,6C,FIRST,103,25,NOMA,010600 2,010600,Precinct 83,5/4/2013 2:50:00 AM,5/4/2013 2:56:00 AM,38.9046903588966,-77.0074772163947
13058794,5/4/2013 2:53:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF 1ST STREET SW,398943,133997,6,6D,FIRST,105,9,,006400 1,006400,Precinct 127,5/4/2013 2:53:00 AM,5/4/2013 2:53:00 AM,38.8738006034617,-77.0121808261711
13058892,5/4/2013 9:30:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,4034 - 4121 BLOCK OF MINNESOTA AVENUE NE,404578,136587,7,7F,SIXTH,602,30,,007803 1,007803,Precinct 99,5/4/2013 9:30:00 AM,5/4/2013 9:30:00 AM,38.897121026466,-76.9472260601274
13059036,5/4/2013 2:42:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,25 - 195 BLOCK OF CHESAPEAKE STREET SW,399062,128985,8,8D,SEVENTH,708,39,,009807 2,009807,Precinct 126,5/4/2013 2:30:00 PM,5/4/2013 2:40:00 PM,38.8286504692272,-77.0108026400808
13059152,5/4/2013 8:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,4200 - 4331 BLOCK OF 1ST STREET SE,399503,128793,8,8D,SEVENTH,708,39,,009810 2,009810,Precinct 126,5/4/2013 7:50:00 PM,5/4/2013 7:55:00 PM,38.8269212030103,-77.0057236482888
13059266,5/4/2013 11:41:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1730 - 1797 BLOCK OF LANIER PLACE NW,396326,139604,1,1C,THIRD,303,1,ADAMS MORGAN,003900 3,003900,Precinct 35,5/4/2013 11:41:00 PM,5/4/2013 11:41:00 PM,38.9243034311484,-77.0423690170017
